Date,Close/Last,Volume,Open,High,Low
05/15/2022,77.6525,N/A,77.6525,77.653,77.481
05/13/2022,77.4865,N/A,77.4865,77.704,77.261
05/12/2022,77.2775,N/A,77.2775,77.624,77.277
05/11/2022,77.5391,N/A,77.5391,77.585,77.326
05/10/2022,77.1933,N/A,77.1933,77.575,77.144
05/09/2022,77.2425,N/A,77.2425,77.457,77.22
05/08/2022,77.439,N/A,77.439,77.447,76.955
05/06/2022,76.9541,N/A,76.9541,77.07,76.507
05/05/2022,76.624,N/A,76.624,76.799,76.507
05/04/2022,76.1325,N/A,76.1325,76.354,75.995
05/03/2022,76.4321,N/A,76.4321,76.508,76.406
05/02/2022,76.4705,N/A,76.4705,76.767,76.465
05/01/2022,76.4723,N/A,76.4723,76.599,76.444
04/29/2022,76.5233,N/A,76.5233,76.883,76.272
04/28/2022,76.5765,N/A,76.5765,76.883,76.538
04/27/2022,76.6215,N/A,76.6215,76.789,76.462
04/26/2022,76.6966,N/A,76.6966,77.073,76.668
04/25/2022,76.5096,N/A,76.5096,76.858,76.448
04/24/2022,76.6192,N/A,76.6192,76.807,76.464
04/22/2022,76.4637,N/A,76.4637,76.763,76.187
04/21/2022,76.3003,N/A,76.3003,76.538,76.189
04/20/2022,76.3075,N/A,76.3075,76.324,76.183
04/19/2022,76.3486,N/A,76.3486,76.71,76.298
04/18/2022,76.337,N/A,76.337,76.534,76.249
04/15/2022,76.3316,N/A,76.3316,76.60,76.268
04/14/2022,76.2961,N/A,76.2961,76.312,76.292
04/13/2022,76.1405,N/A,76.1405,76.404,76.103
04/12/2022,76.0955,N/A,76.0955,76.155,76.00
04/11/2022,75.967,N/A,75.967,75.98,75.834
04/10/2022,75.9825,N/A,75.9825,76.14,75.835
04/08/2022,75.9175,N/A,75.9175,76.228,75.705
04/07/2022,75.965,N/A,75.965,75.995,75.911
04/06/2022,75.858,N/A,75.858,76.20,75.858
04/05/2022,75.4381,N/A,75.4381,75.688,75.408
04/04/2022,75.3915,N/A,75.3915,75.513,75.368
04/03/2022,75.8026,N/A,75.8026,75.997,75.802
04/01/2022,75.9536,N/A,75.9536,76.157,75.648
03/31/2022,75.9283,N/A,75.9283,76.059,75.648
03/30/2022,75.65,N/A,75.65,76.059,75.65
03/29/2022,75.68,N/A,75.68,75.739,75.584
03/28/2022,75.967,N/A,75.967,76.362,75.95
03/27/2022,76.3054,N/A,76.3054,76.685,76.279
03/25/2022,76.2746,N/A,76.2746,76.675,76.126
03/24/2022,76.21,N/A,76.21,76.675,76.207
03/23/2022,76.454,N/A,76.454,76.897,76.454
03/22/2022,76.0865,N/A,76.0865,76.46,76.079
03/21/2022,76.3846,N/A,76.3846,76.74,76.285
03/20/2022,76.024,N/A,76.024,76.375,75.947
03/18/2022,75.9681,N/A,75.9681,76.216,75.938
03/17/2022,76.0625,N/A,76.0625,76.121,75.938
03/16/2022,76.0575,N/A,76.0575,76.449,75.973
03/15/2022,76.4255,N/A,76.4255,76.694,76.253
03/14/2022,76.4231,N/A,76.4231,77.074,76.40
03/13/2022,76.643,N/A,76.643,76.77,76.51
03/11/2022,76.7592,N/A,76.7592,76.865,76.251
03/10/2022,76.298,N/A,76.298,76.80,76.251
03/09/2022,76.248,N/A,76.248,76.423,76.109
03/08/2022,76.816,N/A,76.816,77.365,76.794
03/07/2022,76.7525,N/A,76.7525,77.449,76.736
03/06/2022,76.84,N/A,76.84,77.051,76.421
03/03/2022,75.8919,N/A,75.8919,75.971,75.886
03/02/2022,75.6471,N/A,75.6471,75.946,75.558
03/01/2022,75.6465,N/A,75.6465,76.20,75.616
02/28/2022,75.3018,N/A,75.3018,75.69,75.26
02/27/2022,75.6685,N/A,75.6685,75.842,75.055
02/25/2022,75.0554,N/A,75.0554,75.875,74.991
02/24/2022,75.2871,N/A,75.2871,75.875,75.267
02/23/2022,75.0355,N/A,75.0355,75.198,74.615
02/22/2022,74.671,N/A,74.671,74.894,74.624
02/21/2022,74.7932,N/A,74.7932,74.863,74.524
02/20/2022,74.4526,N/A,74.4526,74.687,74.426
02/18/2022,74.6844,N/A,74.6844,75.35,74.48
02/17/2022,74.994,N/A,74.994,75.35,74.983
02/16/2022,75.1551,N/A,75.1551,75.238,74.95
02/15/2022,75.1915,N/A,75.1915,75.423,75.152
02/14/2022,75.6869,N/A,75.6869,75.842,75.537
02/13/2022,75.5535,N/A,75.5535,75.652,75.349
02/11/2022,75.6431,N/A,75.6431,75.781,75.102
02/10/2022,75.41,N/A,75.41,75.605,75.102
02/09/2022,74.9964,N/A,74.9964,75.055,74.789
02/08/2022,74.769,N/A,74.769,75.005,74.631
02/07/2022,74.6205,N/A,74.6205,74.834,74.587
02/06/2022,74.6765,N/A,74.6765,74.733,74.642
02/04/2022,74.6426,N/A,74.6426,74.943,74.595
02/03/2022,74.752,N/A,74.752,74.882,74.644
02/02/2022,74.8175,N/A,74.8175,75.035,74.773
02/01/2022,74.7575,N/A,74.7575,75.00,74.677
01/31/2022,74.4466,N/A,74.4466,74.80,74.429
01/30/2022,74.9267,N/A,74.9267,75.348,74.917
01/28/2022,75.0015,N/A,75.0015,75.48,74.877
01/27/2022,75.0437,N/A,75.0437,75.48,75.02
01/26/2022,75.195,N/A,75.195,75.325,74.902
01/25/2022,74.7835,N/A,74.7835,74.835,74.564
01/24/2022,74.6635,N/A,74.6635,74.835,74.564
01/23/2022,74.492,N/A,74.492,74.66,74.318
01/21/2022,74.4205,N/A,74.4205,74.80,74.289
01/20/2022,74.521,N/A,74.521,74.80,74.416
01/19/2022,74.3302,N/A,74.3302,74.79,74.298
01/18/2022,74.6595,N/A,74.6595,74.835,74.566
01/17/2022,74.3868,N/A,74.3868,74.518,74.19
01/16/2022,74.161,N/A,74.161,74.386,74.13
01/14/2022,74.3865,N/A,74.3865,74.387,73.89
01/13/2022,74.0725,N/A,74.0725,74.185,73.89
01/12/2022,73.9395,N/A,73.9395,74.066,73.761
01/11/2022,73.908,N/A,73.908,73.921,73.728
01/10/2022,73.9205,N/A,73.9205,74.268,73.915
01/07/2022,74.4675,N/A,74.4675,74.67,74.155
01/06/2022,74.2965,N/A,74.2965,74.67,74.297
01/05/2022,74.3605,N/A,74.3605,74.718,74.285
01/04/2022,74.515,N/A,74.501,74.622,74.465
01/03/2022,74.519,N/A,74.373,74.546,74.375
01/02/2022,74.458,N/A,74.467,74.486,74.312
12/31/2021,74.483,N/A,74.40,74.531,74.098
12/30/2021,74.346,N/A,74.40,74.456,74.335
12/29/2021,74.59,N/A,74.56,74.622,74.50
12/28/2021,74.709,N/A,74.70,74.784,74.65
12/27/2021,74.895,N/A,74.96,74.997,74.876
12/26/2021,75.053,N/A,74.975,75.172,75.004
12/24/2021,75.004,N/A,75.02,75.202,74.976
12/23/2021,75.127,N/A,75.02,75.185,75.035
12/22/2021,75.411,N/A,75.44,75.495,75.395
12/21/2021,75.495,N/A,75.69,75.705,75.479
12/20/2021,75.688,N/A,75.72,75.795,75.681
12/17/2021,76.006,N/A,76.156,76.286,75.951
12/16/2021,76.216,N/A,76.156,76.286,76.158
12/15/2021,76.24,N/A,76.34,76.355,76.173
12/14/2021,76.057,N/A,76.04,76.11,76.038
12/13/2021,75.917,N/A,75.76,75.96,75.769
12/12/2021,75.67,N/A,75.692,75.717,75.575
12/10/2021,75.718,N/A,75.583,75.864,75.58
12/09/2021,75.68,N/A,75.583,75.705,75.58
12/08/2021,75.528,N/A,75.358,75.533,75.384
12/07/2021,75.447,N/A,75.391,75.52,75.30
12/06/2021,75.271,N/A,75.39,75.395,75.259
12/05/2021,75.238,N/A,75.224,75.265,75.185
12/03/2021,75.241,N/A,74.972,75.349,74.936
12/02/2021,74.975,N/A,74.972,75.035,74.966
12/01/2021,74.995,N/A,75.004,75.085,74.965
11/30/2021,74.855,N/A,75.09,75.10,74.848
11/29/2021,74.867,N/A,75.033,75.055,74.85
11/28/2021,74.865,N/A,75.04,75.065,74.791
11/26/2021,75.065,N/A,74.475,75.085,74.502
11/25/2021,74.631,N/A,74.475,74.636,74.502
11/24/2021,74.522,N/A,74.605,74.625,74.493
11/23/2021,74.493,N/A,74.43,74.546,74.426
11/22/2021,74.543,N/A,74.428,74.558,74.415
11/21/2021,74.325,N/A,74.333,74.378,74.286
11/19/2021,74.35,N/A,74.16,74.385,74.165
11/18/2021,74.225,N/A,74.16,74.228,74.165
11/17/2021,74.203,N/A,74.238,74.316,74.144
11/16/2021,74.445,N/A,74.452,74.53,74.415
11/15/2021,74.468,N/A,74.375,74.535,74.361
11/14/2021,74.375,N/A,74.342,74.42,74.335
11/12/2021,74.347,N/A,74.296,74.543,74.301
11/11/2021,74.3955,N/A,74.3955,74.415,74.301
11/10/2021,74.525,N/A,74.398,74.543,74.394
11/09/2021,74.102,N/A,74.17,74.177,74.064
11/08/2021,73.938,N/A,73.904,73.975,73.863
11/07/2021,74.199,N/A,74.174,74.283,74.184
11/05/2021,74.191,N/A,74.543,74.57,74.171
11/04/2021,74.472,N/A,74.543,74.57,74.452
11/03/2021,74.515,N/A,74.447,74.54,74.37
11/02/2021,74.655,N/A,74.69,74.745,74.625
11/01/2021,74.87,N/A,74.832,74.91,74.821
10/31/2021,74.977,N/A,74.915,75.005,74.92
10/29/2021,74.935,N/A,74.783,75.034,74.74
10/28/2021,74.805,N/A,74.783,74.837,74.74
10/27/2021,74.965,N/A,75.064,75.135,74.955
10/26/2021,75.019,N/A,74.937,75.04,74.889
10/25/2021,75.023,N/A,75.017,75.092,74.995
10/24/2021,74.90,N/A,74.994,74.999,74.887
10/22/2021,74.999,N/A,74.869,75.004,74.672
10/21/2021,74.828,N/A,74.869,74.892,74.812
10/20/2021,74.825,N/A,74.79,74.868,74.79
10/19/2021,75.12,N/A,75.191,75.275,74.877
10/18/2021,75.018,N/A,75.191,75.275,75.007
10/17/2021,75.209,N/A,75.013,75.269,75.03
10/15/2021,75.03,N/A,74.975,75.07,74.885
10/14/2021,74.99,N/A,74.975,75.06,74.975
10/13/2021,75.293,N/A,75.287,75.32,75.235
10/12/2021,75.405,N/A,75.468,75.503,75.345
10/11/2021,75.451,N/A,75.383,75.495,75.402
10/10/2021,75.10,N/A,75.112,75.152,75.07
10/08/2021,75.131,N/A,74.805,75.183,74.825
10/07/2021,74.937,N/A,74.805,74.983,74.825
10/06/2021,74.808,N/A,74.758,74.853,74.752
10/05/2021,74.578,N/A,74.54,74.603,74.53
10/04/2021,74.58,N/A,74.568,74.613,74.525
10/03/2021,74.178,N/A,74.13,74.218,74.132
10/01/2021,74.155,N/A,74.164,74.369,74.088
09/30/2021,74.295,N/A,74.164,74.31,74.17
09/29/2021,74.254,N/A,74.276,74.354,74.206
09/28/2021,74.188,N/A,74.19,74.207,74.10
09/27/2021,73.671,N/A,73.813,73.821,73.61
09/26/2021,73.737,N/A,73.813,73.821,73.69
09/24/2021,73.821,N/A,73.80,73.876,73.618
09/23/2021,73.788,N/A,73.80,73.845,73.745
09/22/2021,73.843,N/A,73.80,73.907,73.825
09/21/2021,73.703,N/A,73.74,73.767,73.675
09/20/2021,73.588,N/A,73.646,73.663,73.585
09/19/2021,73.814,N/A,73.64,73.847,73.645
09/17/2021,73.645,N/A,73.57,73.659,73.413
09/16/2021,73.507,N/A,73.57,73.579,73.507
09/15/2021,73.53,N/A,73.44,73.545,73.445
09/14/2021,73.683,N/A,73.64,73.713,73.624
09/13/2021,73.632,N/A,73.56,73.66,73.526
09/12/2021,73.593,N/A,73.517,73.615,73.524
09/10/2021,73.524,N/A,73.52,73.577,73.382
09/09/2021,73.495,N/A,73.52,73.577,73.489
09/08/2021,73.755,N/A,73.769,73.796,73.715
09/07/2021,73.508,N/A,73.44,73.545,73.391
09/06/2021,73.081,N/A,73.073,73.11,73.067
09/03/2021,72.997,N/A,72.993,73.155,72.935
09/02/2021,73.07,N/A,72.993,73.115,73.006
09/01/2021,73.047,N/A,72.99,73.07,72.982
08/31/2021,73.004,N/A,72.947,73.059,72.951
08/30/2021,73.235,N/A,73.292,73.421,73.228
08/29/2021,73.507,N/A,73.47,74.155,73.451
08/27/2021,73.475,N/A,74.15,74.207,73.455
08/26/2021,74.215,N/A,74.11,74.275,74.10
08/25/2021,74.209,N/A,74.11,74.213,74.10
08/24/2021,74.179,N/A,74.133,74.202,74.136
08/23/2021,74.117,N/A,74.12,74.137,74.095
08/22/2021,74.246,N/A,74.347,74.352,74.239
08/20/2021,74.352,N/A,74.37,74.48,74.325
08/19/2021,74.40,N/A,74.37,74.465,74.38
08/18/2021,74.386,N/A,74.28,74.407,74.267
08/17/2021,74.32,N/A,74.37,74.375,74.311
08/16/2021,74.239,N/A,74.16,74.239,74.135
08/15/2021,74.279,N/A,74.239,74.279,74.219
08/13/2021,74.242,N/A,74.31,74.326,74.24
08/12/2021,74.279,N/A,74.31,74.315,74.262
08/11/2021,74.225,N/A,74.253,74.27,74.10
08/10/2021,74.435,N/A,74.43,74.45,74.393
08/09/2021,74.386,N/A,74.48,74.488,74.386
08/08/2021,74.222,N/A,74.24,74.264,74.213
08/06/2021,74.242,N/A,74.098,74.242,74.048
08/05/2021,74.109,N/A,74.098,74.132,74.082
08/04/2021,74.18,N/A,74.149,74.217,74.094
08/03/2021,74.192,N/A,74.249,74.255,74.169
08/02/2021,74.335,N/A,74.354,74.36,74.32
08/01/2021,74.416,N/A,74.337,74.418,74.343
07/30/2021,74.344,N/A,74.245,74.45,74.245
07/29/2021,74.311,N/A,74.245,74.323,74.245
07/28/2021,74.30,N/A,74.49,74.50,74.279
07/27/2021,74.474,N/A,74.498,74.546,74.445
07/26/2021,74.363,N/A,74.33,74.37,74.275
07/25/2021,74.504,N/A,74.425,74.53,74.427
07/23/2021,74.427,N/A,74.45,74.578,74.375
07/22/2021,74.487,N/A,74.45,74.516,74.451
07/21/2021,74.425,N/A,74.486,74.508,74.425
07/20/2021,74.601,N/A,74.53,74.615,74.527
07/19/2021,74.927,N/A,74.851,74.968,74.858
07/18/2021,74.748,N/A,74.606,74.765,74.61
07/16/2021,74.61,N/A,74.54,74.665,74.509
07/15/2021,74.553,N/A,74.54,74.571,74.516
07/14/2021,74.50,N/A,74.46,74.555,74.454
07/13/2021,74.572,N/A,74.59,74.672,74.555
07/12/2021,74.501,N/A,74.53,74.557,74.485
07/11/2021,74.488,N/A,74.485,74.552,74.463
07/09/2021,74.487,N/A,74.73,74.78,74.47
07/08/2021,74.713,N/A,74.73,74.78,74.695
07/07/2021,74.782,N/A,74.79,74.825,74.76
07/06/2021,74.666,N/A,74.582,74.771,74.591
07/05/2021,74.318,N/A,74.288,74.359,74.297
07/04/2021,74.527,N/A,74.512,74.558,74.48
07/02/2021,74.518,N/A,74.56,74.885,74.504
07/01/2021,74.627,N/A,74.56,74.675,74.55
06/30/2021,74.393,N/A,74.36,74.433,74.352
06/29/2021,74.246,N/A,74.29,74.30,74.215
06/28/2021,74.30,N/A,74.27,74.322,74.251
06/27/2021,74.22,N/A,74.21,74.225,74.183
06/25/2021,74.22,N/A,74.18,74.25,74.114
06/24/2021,74.17,N/A,74.18,74.19,74.138
06/23/2021,74.217,N/A,74.14,74.239,74.15
06/22/2021,74.328,N/A,74.33,74.352,74.29
06/21/2021,74.192,N/A,74.13,74.198,74.08
06/20/2021,74.285,N/A,74.10,74.328,74.094
06/18/2021,74.12,N/A,74.162,74.283,73.805
06/17/2021,74.083,N/A,74.162,74.203,74.07
06/16/2021,73.674,N/A,73.27,73.685,73.275
06/15/2021,73.359,N/A,73.35,73.383,73.313
06/14/2021,73.202,N/A,73.18,73.228,73.185
06/13/2021,73.25,N/A,73.24,73.294,73.237
06/11/2021,73.245,N/A,73.07,73.265,72.898
06/10/2021,72.942,N/A,73.07,73.08,72.898
06/09/2021,72.974,N/A,72.98,73.002,72.948
06/08/2021,72.897,N/A,72.95,72.955,72.897
06/07/2021,72.822,N/A,72.786,72.859,72.769
06/06/2021,72.904,N/A,72.86,72.926,72.87
06/04/2021,72.87,N/A,73.04,73.123,72.821
06/03/2021,73.07,N/A,73.04,73.09,73.01
06/02/2021,73.095,N/A,72.95,73.103,72.96
06/01/2021,73.03,N/A,72.86,73.03,72.855
05/31/2021,72.515,N/A,72.511,72.58,72.494
05/30/2021,72.422,N/A,72.40,72.445,72.395
05/28/2021,72.42,N/A,72.70,72.71,72.315
05/27/2021,72.572,N/A,72.70,72.71,72.558
05/26/2021,72.77,N/A,72.72,72.79,72.704
05/25/2021,72.754,N/A,72.79,72.805,72.752
05/24/2021,72.87,N/A,72.83,72.877,72.834
05/23/2021,72.832,N/A,72.817,72.885,72.828
05/21/2021,72.827,N/A,73.01,73.09,72.756
05/20/2021,73.038,N/A,73.01,73.038,72.98
05/19/2021,73.158,N/A,73.21,73.225,73.154
05/18/2021,73.058,N/A,73.05,73.139,73.054
05/17/2021,73.214,N/A,73.33,73.335,73.209
05/16/2021,73.281,N/A,73.29,73.309,73.269
05/14/2021,73.30,N/A,73.47,73.48,73.188
05/13/2021,73.452,N/A,73.47,73.48,73.442
05/12/2021,73.632,N/A,73.53,73.654,73.538
05/11/2021,73.482,N/A,73.37,73.484,73.375
05/10/2021,73.507,N/A,73.45,73.537,73.46
05/09/2021,73.313,N/A,73.252,73.36,73.254
05/07/2021,73.254,N/A,73.60,73.757,73.254
05/06/2021,73.575,N/A,73.60,73.675,73.558
05/05/2021,73.838,N/A,73.80,73.897,73.797
05/04/2021,73.834,N/A,73.81,73.976,73.765
05/03/2021,73.91,N/A,73.81,73.925,73.82
05/02/2021,74.20,N/A,74.05,74.284,74.055
04/30/2021,74.055,N/A,74.09,74.216,73.948
04/29/2021,74.185,N/A,74.09,74.216,74.10
04/28/2021,74.262,N/A,74.489,74.493,74.19
04/27/2021,74.538,N/A,74.58,74.63,74.51
04/26/2021,74.727,N/A,74.73,74.835,74.72
04/25/2021,74.794,N/A,74.92,74.93,74.75
04/23/2021,74.965,N/A,75.11,75.126,74.755
04/22/2021,75.03,N/A,75.11,75.126,75.02
04/21/2021,75.32,N/A,75.421,75.439,75.303
04/20/2021,75.36,N/A,75.38,75.395,75.305
04/19/2021,74.537,N/A,74.85,74.86,74.537
04/18/2021,74.65,N/A,74.53,74.683,74.54
04/16/2021,74.54,N/A,74.72,74.854,74.287
04/15/2021,74.792,N/A,74.72,74.854,74.695
04/14/2021,75.262,N/A,75.05,75.288,75.002
04/13/2021,75.202,N/A,75.26,75.27,75.102
04/12/2021,75.053,N/A,74.98,75.063,74.977
04/11/2021,74.975,N/A,74.722,75.029,74.734
04/09/2021,74.734,N/A,74.572,74.981,74.53
04/08/2021,74.642,N/A,74.572,74.681,74.576
04/07/2021,74.305,N/A,74.352,74.477,74.279
04/06/2021,73.513,N/A,73.486,73.56,73.44
04/05/2021,73.273,N/A,73.294,73.319,73.26
04/04/2021,73.359,N/A,73.37,73.402,73.327
04/02/2021,73.39,N/A,73.323,73.40,73.255
04/01/2021,73.332,N/A,73.332,73.332,73.332
03/31/2021,73.22,N/A,73.137,73.618,73.05
03/30/2021,73.456,N/A,73.44,73.48,73.405
03/29/2021,72.782,N/A,72.748,72.82,72.738
03/28/2021,72.528,N/A,72.61,72.615,72.507
03/26/2021,72.615,N/A,72.66,72.665,72.362
03/25/2021,72.544,N/A,72.66,72.665,72.543
03/24/2021,72.653,N/A,72.59,72.655,72.59
03/23/2021,72.546,N/A,72.55,72.638,72.523
03/22/2021,72.395,N/A,72.37,72.44,72.379
03/21/2021,72.477,N/A,72.401,72.498,72.413
03/19/2021,72.413,N/A,72.69,72.732,72.413
03/18/2021,72.652,N/A,72.69,72.732,72.617
03/17/2021,72.408,N/A,72.557,72.57,72.323
03/16/2021,72.558,N/A,72.51,72.585,72.515
03/15/2021,72.466,N/A,72.53,72.566,72.466
03/14/2021,72.727,N/A,72.68,72.744,72.685
03/12/2021,72.70,N/A,72.69,72.871,72.625
03/11/2021,72.699,N/A,72.69,72.745,72.637
03/10/2021,72.779,N/A,72.72,72.779,72.699
03/09/2021,72.943,N/A,72.766,72.975,72.776
